CustomerID,Gender,SeniorCitizen,TenureMonths,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST100335,Female,0,48,Month-to-month,No,Mailed check,22.05,1062.83,No
CUST100336,Male,0,66,Two year,DSL,Bank transfer,44.94,2977.81,Yes
CUST100337,Male,0,8,Month-to-month,Fiber optic,Mailed check,109.07,894.21,No
CUST100338,Female,0,22,Month-to-month,No,Electronic check,91.85,2068.88,Yes
CUST100339,Female,0,6,Two year,Fiber optic,Electronic check,27.3,166.73,No
CUST100340,Male,0,57,One year,Fiber optic,Credit card,102.11,5864.89,No
CUST100341,Female,0,36,Month-to-month,DSL,Mailed check,69.3,2493.65,No
CUST100342,Male,1,57,Month-to-month,DSL,Mailed check,104.68,6016.0,Yes
CUST100343,Female,0,49,Month-to-month,DSL,Mailed check,80.07,3950.35,No
CUST100344,Male,0,45,Two year,No,Electronic check,88.18,3980.55,Yes
CUST100345,Male,0,66,Month-to-month,DSL,Credit card,119.35,7900.04,Yes
CUST100346,Male,0,45,Month-to-month,Fiber optic,Mailed check,43.23,1944.43,Yes
CUST100347,Female,0,20,Month-to-month,Fiber optic,Mailed check,82.39,1646.99,Yes
CUST100348,Female,1,64,Month-to-month,DSL,Bank transfer,66.03,4213.87,Yes
CUST100349,Male,0,67,Two year,Fiber optic,Mailed check,23.95,1592.63,No
CUST100350,Female,1,3,Month-to-month,Fiber optic,Credit card,21.45,68.69,Yes
CUST100351,Male,0,54,One year,No,Bank transfer,31.92,1757.08,Yes
CUST100352,Male,0,64,Month-to-month,Fiber optic,Bank transfer,84.91,5456.8,Yes
CUST100353,Female,0,40,One year,Fiber optic,Bank transfer,76.72,3055.98,No
CUST100354,Female,0,59,Two year,DSL,Electronic check,75.34,4484.72,No
CUST100355,Male,1,55,Month-to-month,No,Bank transfer,23.19,1297.55,Yes
CUST100356,Female,1,62,Month-to-month,DSL,Mailed check,66.93,4196.92,No
CUST100357,Female,0,4,Month-to-month,Fiber optic,Electronic check,112.46,476.75,Yes
CUST100358,Male,0,60,One year,DSL,Electronic check,59.76,3577.86,No
CUST100359,Male,0,30,Month-to-month,No,Electronic check,82.49,2487.86,No
CUST100360,Female,1,2,Two year,Fiber optic,Electronic check,97.98,221.35,No
CUST100361,Male,0,62,One year,Fiber optic,Electronic check,98.39,6082.16,No
CUST100362,Male,0,49,Two year,DSL,Electronic check,71.93,3505.61,Yes
CUST100363,Female,0,9,One year,Fiber optic,Electronic check,105.8,941.26,Yes
CUST100364,Male,0,31,Month-to-month,Fiber optic,Bank transfer,59.14,1830.96,Yes
CUST100365,Male,0,61,Month-to-month,Fiber optic,Credit card,108.87,6651.14,No
CUST100366,Female,0,48,Month-to-month,DSL,Mailed check,44.02,2127.08,No
CUST100367,Female,1,25,Two year,No,Mailed check,48.02,1190.16,Yes
CUST100368,Male,0,36,One year,No,Bank transfer,25.31,938.3,Yes
CUST100369,Male,0,8,One year,DSL,Bank transfer,99.56,818.21,No
CUST100370,Female,1,58,Month-to-month,Fiber optic,Electronic check,61.71,3579.79,No
CUST100371,Female,0,45,Month-to-month,Fiber optic,Credit card,42.91,1911.91,No
CUST100372,Female,1,62,One year,Fiber optic,Electronic check,43.18,2662.6,No
CUST100373,Female,0,39,Month-to-month,DSL,Bank transfer,110.14,4302.88,No
CUST100374,Male,0,58,Month-to-month,Fiber optic,Electronic check,103.39,5987.4,Yes
CUST100375,Female,1,64,One year,Fiber optic,Mailed check,75.35,4828.78,Yes
CUST100376,Female,0,44,Month-to-month,Fiber optic,Mailed check,81.61,3614.81,Yes
CUST100377,Male,0,29,Month-to-month,Fiber optic,Electronic check,67.43,1973.78,No
CUST100378,Female,0,59,Month-to-month,Fiber optic,Credit card,59.17,3487.21,Yes
CUST100379,Male,0,71,Month-to-month,Fiber optic,Electronic check,111.55,7924.12,Yes
CUST100380,Female,0,9,Two year,DSL,Electronic check,32.56,316.02,Yes
CUST100381,Female,0,6,Month-to-month,No,Credit card,61.84,411.3,Yes
CUST100382,Female,1,29,Month-to-month,Fiber optic,Credit card,54.46,1612.06,No
CUST100383,Male,0,58,Month-to-month,DSL,Credit card,69.82,4068.3,Yes
CUST100384,Male,0,17,One year,DSL,Mailed check,65.76,1123.28,Yes
CUST100385,Female,0,16,Month-to-month,Fiber optic,Electronic check,71.89,1155.79,No
CUST100386,Male,0,3,Month-to-month,No,Bank transfer,33.99,143.53,Yes
CUST100387,Male,0,21,Month-to-month,Fiber optic,Credit card,71.31,1480.26,No
CUST100388,Male,1,64,Month-to-month,Fiber optic,Credit card,44.24,2880.52,No
CUST100389,Male,0,36,Month-to-month,DSL,Electronic check,38.43,1409.99,No
CUST100390,Male,0,62,One year,Fiber optic,Bank transfer,26.48,1669.44,No
CUST100391,Male,0,42,Two year,No,Electronic check,96.27,4026.0,Yes
CUST100392,Female,0,42,Month-to-month,Fiber optic,Electronic check,62.74,2657.47,No
CUST100393,Female,0,61,Month-to-month,DSL,Credit card,82.66,5056.19,Yes
CUST100394,Male,0,13,Two year,Fiber optic,Credit card,92.76,1193.28,Yes
CUST100395,Female,1,11,Month-to-month,DSL,Mailed check,87.93,966.68,Yes
CUST100396,Female,0,54,One year,Fiber optic,Bank transfer,67.05,3663.02,Yes
CUST100397,Female,0,16,Month-to-month,Fiber optic,Bank transfer,58.79,959.14,No
CUST100398,Female,0,8,Two year,Fiber optic,Credit card,57.6,469.74,Yes
CUST100399,Male,0,59,One year,DSL,Credit card,84.0,4941.09,No
CUST100400,Female,0,57,Two year,No,Credit card,69.48,3990.35,Yes
CUST100401,Female,0,40,One year,Fiber optic,Bank transfer,104.91,4225.6,Yes
CUST100402,Male,0,59,Month-to-month,Fiber optic,Mailed check,107.47,6363.71,No
CUST100403,Male,0,2,Two year,Fiber optic,Bank transfer,37.06,89.84,Yes
CUST100404,Female,0,10,Month-to-month,Fiber optic,Credit card,33.62,346.56,No
CUST100405,Female,0,44,Month-to-month,Fiber optic,Credit card,83.04,3675.29,Yes
CUST100406,Female,1,11,One year,Fiber optic,Mailed check,50.12,547.66,Yes
CUST100407,Female,1,2,One year,Fiber optic,Electronic check,21.86,89.61,Yes
CUST100408,Female,0,50,Two year,DSL,Electronic check,108.86,5464.22,No
CUST100409,Female,1,12,Month-to-month,Fiber optic,Bank transfer,42.69,514.06,Yes
CUST100410,Male,0,23,One year,Fiber optic,Electronic check,112.93,2608.87,Yes
CUST100411,Female,0,18,One year,DSL,Electronic check,91.74,1687.72,Yes
CUST100412,Female,0,62,Month-to-month,Fiber optic,Bank transfer,96.27,5960.05,No
CUST100413,Male,0,62,Month-to-month,No,Credit card,40.15,2489.8,No
CUST100414,Male,0,38,Month-to-month,No,Electronic check,43.42,1677.53,No
CUST100415,Male,1,67,Month-to-month,Fiber optic,Credit card,72.13,4834.79,Yes
CUST100416,Male,0,38,Two year,DSL,Bank transfer,37.21,1449.46,No
CUST100417,Female,0,67,One year,Fiber optic,Credit card,50.54,3375.31,No
CUST100418,Female,0,61,One year,DSL,Credit card,52.15,3214.54,No
CUST100419,Female,1,1,Two year,No,Bank transfer,35.96,20.74,No
CUST100420,Female,0,45,Month-to-month,DSL,Credit card,40.52,1804.28,No
CUST100421,Female,0,28,One year,DSL,Electronic check,98.86,2810.96,No
CUST100422,Female,0,21,Month-to-month,Fiber optic,Electronic check,36.72,791.81,No
CUST100423,Male,0,13,Two year,Fiber optic,Electronic check,22.85,301.68,No
CUST100424,Female,1,27,Month-to-month,Fiber optic,Electronic check,82.94,2235.66,Yes
CUST100425,Male,1,7,Two year,Fiber optic,Credit card,117.6,846.38,Yes
CUST100426,Male,0,22,Month-to-month,DSL,Electronic check,53.12,1184.27,No
CUST100427,Female,1,53,Month-to-month,DSL,Credit card,31.87,1738.52,Yes
CUST100428,Male,0,4,One year,Fiber optic,Mailed check,77.04,356.99,No
CUST100429,Female,1,23,Month-to-month,DSL,Credit card,110.64,2569.17,Yes
CUST100430,Male,0,70,One year,Fiber optic,Electronic check,98.41,6899.7,Yes
CUST100431,Female,0,33,Month-to-month,Fiber optic,Mailed check,82.25,2728.63,Yes
CUST100432,Male,0,28,One year,Fiber optic,Bank transfer,51.51,1470.05,Yes
CUST100433,Female,0,8,Month-to-month,No,Credit card,74.19,580.63,Yes
CUST100434,Female,0,1,Month-to-month,No,Electronic check,29.12,32.1,Yes
CUST100435,Female,0,37,Month-to-month,No,Electronic check,87.89,3237.2,No
CUST100436,Female,0,63,Month-to-month,DSL,Electronic check,92.51,5813.27,No
CUST100437,Female,0,22,Month-to-month,DSL,Bank transfer,116.5,2556.71,Yes
CUST100438,Male,0,70,Month-to-month,DSL,Mailed check,46.04,3236.77,No
CUST100439,Male,0,21,Month-to-month,No,Mailed check,21.85,493.78,No
CUST100440,Male,1,35,Month-to-month,No,Electronic check,74.56,2623.58,No
CUST100441,Female,0,5,Month-to-month,No,Credit card,90.68,456.88,Yes
CUST100442,Male,0,60,Two year,DSL,Electronic check,99.04,5928.16,Yes
CUST100443,Female,0,46,Month-to-month,No,Electronic check,39.37,1829.54,Yes
CUST100444,Female,1,50,Month-to-month,Fiber optic,Credit card,46.18,2307.99,Yes
CUST100445,Male,0,48,One year,DSL,Electronic check,71.26,3443.53,Yes
CUST100446,Male,0,6,Month-to-month,Fiber optic,Bank transfer,53.06,366.76,No
CUST100447,Female,1,56,One year,DSL,Electronic check,106.05,5926.59,Yes
CUST100448,Male,1,59,Month-to-month,Fiber optic,Bank transfer,67.38,3970.27,No
CUST100449,Female,0,29,Month-to-month,DSL,Electronic check,99.96,2911.96,No
CUST100450,Female,0,71,Month-to-month,Fiber optic,Mailed check,78.06,5590.06,No
CUST100451,Female,0,18,One year,Fiber optic,Credit card,97.31,1785.61,No
CUST100452,Female,1,2,One year,No,Mailed check,53.27,149.42,Yes
CUST100453,Female,0,8,Month-to-month,Fiber optic,Electronic check,103.14,828.48,Yes
CUST100454,Male,0,54,Month-to-month,Fiber optic,Electronic check,47.46,2612.28,Yes
CUST100455,Male,1,38,Two year,Fiber optic,Bank transfer,74.61,2822.38,No
CUST100456,Female,0,48,Month-to-month,No,Electronic check,41.4,1970.91,No
CUST100457,Female,0,27,Month-to-month,DSL,Electronic check,67.55,1863.74,No
CUST100458,Male,0,20,Two year,Fiber optic,Electronic check,51.82,1081.31,Yes
CUST100459,Male,0,12,One year,DSL,Mailed check,46.67,546.38,No
CUST100460,Female,0,43,Month-to-month,DSL,Bank transfer,116.7,5006.04,Yes
CUST100461,Male,0,61,One year,Fiber optic,Mailed check,36.01,2178.93,Yes
CUST100462,Female,0,31,Two year,No,Bank transfer,98.73,3047.95,No
CUST100463,Male,0,61,Month-to-month,DSL,Mailed check,118.42,7218.28,Yes
CUST100464,Female,1,67,Month-to-month,Fiber optic,Electronic check,21.99,1521.24,No
CUST100465,Male,0,35,Month-to-month,No,Mailed check,89.9,3173.25,Yes
CUST100466,Female,1,15,Two year,No,Mailed check,45.29,713.85,No
CUST100467,Male,0,16,One year,DSL,Bank transfer,24.05,419.13,No
CUST100468,Male,1,13,Month-to-month,No,Bank transfer,60.29,801.23,No
CUST100469,Female,0,35,Two year,DSL,Mailed check,113.52,4009.02,No
CUST100470,Male,0,59,Month-to-month,Fiber optic,Bank transfer,21.18,1271.33,No
CUST100471,Female,0,21,Month-to-month,DSL,Bank transfer,78.79,1656.61,Yes
CUST100472,Male,1,54,Month-to-month,DSL,Bank transfer,70.14,3806.84,No
CUST100473,Female,0,30,Month-to-month,Fiber optic,Credit card,107.34,3237.55,Yes
CUST100474,Male,0,48,Two year,Fiber optic,Bank transfer,28.4,1400.84,Yes
CUST100475,Female,0,35,Month-to-month,DSL,Credit card,88.15,3133.97,Yes
CUST100476,Male,1,38,One year,DSL,Credit card,88.01,3353.15,No
CUST100477,Female,0,31,Month-to-month,Fiber optic,Bank transfer,86.91,2727.65,Yes
CUST100478,Male,0,24,Month-to-month,DSL,Mailed check,114.23,2728.5,No
CUST100479,Female,0,49,Two year,Fiber optic,Bank transfer,102.31,5047.57,No
CUST100480,Female,1,32,Month-to-month,DSL,Electronic check,24.2,780.4,Yes
CUST100481,Female,0,55,Month-to-month,DSL,Mailed check,67.11,3673.81,No
CUST100482,Male,0,58,Month-to-month,Fiber optic,Credit card,59.8,3473.83,Yes
CUST100483,Female,0,3,Two year,Fiber optic,Credit card,51.01,175.77,No
CUST100484,Male,0,69,Month-to-month,Fiber optic,Mailed check,65.13,4482.32,Yes
CUST100485,Female,0,10,Month-to-month,DSL,Mailed check,58.42,628.88,Yes
CUST100486,Male,0,25,Month-to-month,No,Bank transfer,63.23,1566.19,Yes
CUST100487,Female,0,68,Month-to-month,Fiber optic,Credit card,117.93,8064.34,Yes
CUST100488,Male,0,61,One year,DSL,Electronic check,28.86,1789.96,Yes
CUST100489,Male,0,29,Month-to-month,Fiber optic,Bank transfer,112.22,3257.46,Yes
CUST100490,Female,0,19,Month-to-month,No,Mailed check,68.02,1299.73,Yes
CUST100491,Male,0,43,Month-to-month,DSL,Credit card,82.37,3573.77,Yes
CUST100492,Male,0,66,Month-to-month,DSL,Mailed check,103.02,6821.42,No
CUST100493,Female,0,61,Two year,Fiber optic,Mailed check,56.05,3446.07,No
CUST100494,Male,0,43,Month-to-month,Fiber optic,Mailed check,63.04,2717.96,No
CUST100495,Male,0,25,Two year,Fiber optic,Bank transfer,60.95,1537.9,No
CUST100496,Male,0,20,Month-to-month,DSL,Electronic check,57.47,1198.69,No
CUST100497,Female,0,48,Month-to-month,DSL,Electronic check,112.55,5397.37,No
CUST100498,Male,0,24,Two year,Fiber optic,Credit card,102.89,2478.61,No
CUST100499,Female,1,11,Month-to-month,DSL,Mailed check,30.9,340.33,Yes
CUST100500,Male,0,55,One year,Fiber optic,Electronic check,30.81,1728.11,No
CUST100501,Male,0,28,Two year,Fiber optic,Mailed check,62.79,1791.6,Yes
CUST100502,Male,0,69,Month-to-month,DSL,Credit card,29.87,2061.5,No
CUST100503,Female,0,63,Month-to-month,No,Mailed check,81.91,5146.03,No
CUST100504,Male,0,59,One year,Fiber optic,Electronic check,34.37,2008.63,Yes
CUST100505,Male,0,5,Month-to-month,Fiber optic,Mailed check,72.24,371.12,No
CUST100506,Female,0,51,Month-to-month,DSL,Electronic check,20.72,1065.44,Yes
CUST100507,Male,0,21,Month-to-month,DSL,Credit card,51.66,1134.05,Yes
CUST100508,Female,0,12,Month-to-month,Fiber optic,Mailed check,87.72,1065.53,Yes
CUST100509,Female,0,50,One year,DSL,Electronic check,68.4,3417.95,No
CUST100510,Male,1,4,Month-to-month,No,Credit card,117.83,513.71,No
CUST100511,Female,0,42,Month-to-month,DSL,Mailed check,107.41,4525.59,No
CUST100512,Male,1,38,One year,Fiber optic,Credit card,55.91,2146.52,Yes
CUST100513,Female,0,25,Month-to-month,Fiber optic,Electronic check,24.55,600.45,Yes
CUST100514,Female,0,14,Month-to-month,Fiber optic,Mailed check,104.56,1470.64,No
CUST100515,Male,0,32,One year,DSL,Mailed check,111.12,3601.94,Yes
CUST100516,Female,0,11,Month-to-month,Fiber optic,Mailed check,102.06,1143.93,No
CUST100517,Female,1,61,One year,DSL,Credit card,32.79,2004.31,Yes
CUST100518,Female,0,18,Two year,No,Credit card,119.79,2180.02,Yes
CUST100519,Female,1,27,Month-to-month,DSL,Electronic check,45.86,1281.95,Yes
CUST100520,Female,0,55,Month-to-month,No,Bank transfer,92.42,5082.28,No
CUST100521,Male,1,54,Month-to-month,Fiber optic,Mailed check,110.8,5998.56,Yes
CUST100522,Female,0,21,Month-to-month,DSL,Mailed check,43.57,962.08,Yes
CUST100523,Male,0,44,Two year,Fiber optic,Electronic check,110.83,4868.59,Yes
CUST100524,Female,0,5,Two year,DSL,Mailed check,50.95,285.13,Yes
CUST100525,Male,0,41,Month-to-month,No,Credit card,117.64,4846.25,Yes
CUST100526,Male,0,59,One year,Fiber optic,Credit card,48.13,2867.25,Yes
CUST100527,Female,0,54,Two year,DSL,Mailed check,115.34,6232.95,No
CUST100528,Female,1,22,Two year,Fiber optic,Mailed check,25.35,559.67,Yes
CUST100529,Female,0,65,Month-to-month,DSL,Credit card,90.93,5938.34,No
CUST100530,Male,0,64,Month-to-month,No,Mailed check,73.21,4680.53,No
CUST100531,Female,0,71,Month-to-month,DSL,Credit card,67.79,4822.47,Yes
CUST100532,Male,0,4,Two year,Fiber optic,Bank transfer,42.35,162.57,Yes
CUST100533,Male,0,65,Month-to-month,Fiber optic,Bank transfer,90.56,5866.98,No
CUST100534,Male,0,15,Month-to-month,No,Mailed check,39.08,634.1,Yes
CUST100535,Female,0,22,Month-to-month,DSL,Mailed check,75.28,1666.38,Yes
CUST100536,Female,0,47,Month-to-month,Fiber optic,Mailed check,45.32,2177.89,Yes
CUST100537,Male,0,46,Month-to-month,Fiber optic,Credit card,115.56,5305.58,No
CUST100538,Male,0,14,Two year,Fiber optic,Bank transfer,22.86,341.16,No
CUST100539,Female,0,50,Month-to-month,DSL,Bank transfer,39.97,1992.57,No
CUST100540,Male,0,20,Month-to-month,DSL,Electronic check,44.23,919.91,No
CUST100541,Female,0,50,Month-to-month,DSL,Electronic check,61.41,3105.36,Yes
CUST100542,Male,0,33,Month-to-month,Fiber optic,Mailed check,43.27,1415.79,Yes
CUST100543,Female,0,59,Month-to-month,DSL,Credit card,69.13,4122.51,Yes
CUST100544,Male,1,43,Month-to-month,Fiber optic,Mailed check,107.25,4605.37,Yes
CUST100545,Female,0,12,Month-to-month,DSL,Bank transfer,91.21,1117.43,Yes
CUST100546,Male,1,40,Month-to-month,No,Mailed check,78.0,3168.99,Yes
CUST100547,Female,0,20,Month-to-month,No,Mailed check,28.9,619.77,Yes
CUST100548,Female,0,38,Month-to-month,Fiber optic,Bank transfer,89.4,3444.16,Yes
CUST100549,Male,0,3,Two year,Fiber optic,Bank transfer,36.64,113.9,Yes
CUST100550,Male,1,28,Two year,DSL,Bank transfer,98.64,2749.31,No
CUST100551,Female,0,56,Month-to-month,DSL,Bank transfer,45.01,2513.74,No
CUST100552,Male,1,13,Month-to-month,DSL,Electronic check,61.7,817.13,No
CUST100553,Female,1,66,Two year,Fiber optic,Credit card,55.05,3668.83,Yes
CUST100554,Male,0,37,Month-to-month,Fiber optic,Credit card,105.88,3908.07,Yes
CUST100555,Female,0,49,One year,No,Bank transfer,32.65,1626.03,Yes
CUST100556,Female,0,66,Two year,Fiber optic,Credit card,76.56,5055.61,Yes
CUST100557,Female,0,36,Month-to-month,Fiber optic,Credit card,34.21,1235.44,Yes
CUST100558,Female,1,54,Month-to-month,Fiber optic,Credit card,90.48,4912.25,No
CUST100559,Female,1,26,Two year,Fiber optic,Credit card,110.51,2885.95,No
CUST100560,Female,0,72,Month-to-month,DSL,Bank transfer,63.46,4605.96,Yes
CUST100561,Male,0,40,Month-to-month,Fiber optic,Mailed check,68.81,2743.31,Yes
CUST100562,Male,0,43,Month-to-month,Fiber optic,Mailed check,112.74,4883.12,Yes
CUST100563,Male,0,22,Month-to-month,Fiber optic,Mailed check,72.1,1570.7,Yes
CUST100564,Female,1,20,One year,No,Electronic check,68.76,1368.78,Yes
CUST100565,Female,0,8,One year,DSL,Credit card,77.83,648.57,Yes
CUST100566,Female,0,29,Two year,DSL,Bank transfer,88.92,2618.52,No
CUST100567,Female,0,40,Month-to-month,Fiber optic,Bank transfer,30.69,1225.29,Yes
CUST100568,Male,0,30,Month-to-month,Fiber optic,Electronic check,102.11,3066.2,Yes
CUST100569,Male,0,55,Month-to-month,DSL,Bank transfer,63.55,3512.85,Yes
CUST100570,Female,0,16,Month-to-month,Fiber optic,Mailed check,27.23,430.49,Yes
CUST100571,Male,0,46,Month-to-month,No,Electronic check,98.62,4573.3,No
CUST100572,Male,0,62,Two year,No,Bank transfer,57.69,3610.93,Yes
CUST100573,Female,1,7,Two year,DSL,Electronic check,30.04,200.45,No
CUST100574,Male,0,45,Month-to-month,No,Electronic check,83.38,3764.57,No
CUST100575,Female,0,59,One year,Fiber optic,Bank transfer,108.01,6406.83,No
CUST100576,Male,0,56,Month-to-month,Fiber optic,Mailed check,108.78,6095.29,No
CUST100577,Female,0,48,Month-to-month,Fiber optic,Bank transfer,115.77,5581.28,No
CUST100578,Female,0,27,One year,Fiber optic,Credit card,106.77,2866.3,No
CUST100579,Female,0,53,Month-to-month,Fiber optic,Credit card,20.21,1093.74,Yes
CUST100580,Female,0,35,Two year,Fiber optic,Bank transfer,58.02,2021.39,No
CUST100581,Male,0,51,One year,Fiber optic,Mailed check,101.85,5232.49,No
CUST100582,Female,0,37,Month-to-month,Fiber optic,Credit card,56.63,2100.19,No
CUST100583,Female,0,57,One year,DSL,Credit card,80.15,4568.26,No
CUST100584,Female,1,8,Month-to-month,No,Bank transfer,80.63,683.9,No
CUST100585,Male,0,20,Month-to-month,Fiber optic,Bank transfer,56.5,1113.51,No
CUST100586,Female,0,53,Month-to-month,Fiber optic,Bank transfer,110.45,5861.61,No
CUST100587,Male,0,12,Month-to-month,DSL,Electronic check,70.32,849.74,No
CUST100588,Female,0,49,One year,Fiber optic,Electronic check,66.48,3257.46,No
CUST100589,Male,0,17,Month-to-month,DSL,Electronic check,119.75,2079.57,No
CUST100590,Male,0,64,One year,DSL,Bank transfer,69.35,4470.96,No
CUST100591,Female,1,42,Month-to-month,Fiber optic,Mailed check,37.84,1573.75,No
CUST100592,Male,0,29,Month-to-month,Fiber optic,Credit card,71.31,2098.02,No
CUST100593,Female,0,19,One year,Fiber optic,Electronic check,101.4,1943.51,Yes
CUST100594,Female,0,11,Month-to-month,DSL,Mailed check,97.69,1117.65,Yes
CUST100595,Female,0,50,Month-to-month,Fiber optic,Bank transfer,98.86,4944.91,No
CUST100596,Male,0,71,Month-to-month,DSL,Electronic check,90.8,6466.99,No
CUST100597,Male,0,58,Month-to-month,No,Bank transfer,45.42,2649.41,Yes
CUST100598,Female,0,34,Month-to-month,Fiber optic,Mailed check,106.21,3625.41,Yes
CUST100599,Female,1,20,One year,Fiber optic,Electronic check,109.34,2198.73,No
CUST100600,Male,0,50,Month-to-month,DSL,Electronic check,39.42,1965.39,No
CUST100601,Female,0,10,Month-to-month,DSL,Electronic check,33.05,363.4,No
CUST100602,Female,0,32,Two year,No,Electronic check,117.56,3773.51,No
CUST100603,Female,0,52,Month-to-month,DSL,Mailed check,106.83,5602.26,Yes
CUST100604,Male,0,15,Two year,Fiber optic,Electronic check,109.32,1638.06,Yes
CUST100605,Male,0,3,Month-to-month,Fiber optic,Credit card,108.64,353.71,Yes
CUST100606,Male,0,37,Month-to-month,DSL,Credit card,74.17,2790.14,No
CUST100607,Female,1,40,Two year,Fiber optic,Bank transfer,84.64,3412.04,Yes
CUST100608,Female,0,72,Month-to-month,Fiber optic,Electronic check,74.54,5407.87,No
CUST100609,Female,0,40,One year,DSL,Credit card,25.12,1042.72,No
CUST100610,Male,1,56,Month-to-month,DSL,Credit card,94.55,5300.01,No
CUST100611,Female,0,23,Month-to-month,DSL,Credit card,70.53,1644.2,No
CUST100612,Female,0,11,Month-to-month,No,Mailed check,84.77,923.41,Yes
CUST100613,Female,0,64,Month-to-month,Fiber optic,Electronic check,70.26,4514.13,No
CUST100614,Female,0,8,Two year,DSL,Mailed check,69.18,549.57,Yes
CUST100615,Male,0,56,Month-to-month,DSL,Mailed check,37.18,2114.14,Yes
CUST100616,Male,1,60,Two year,Fiber optic,Credit card,47.87,2889.16,Yes
CUST100617,Female,0,10,Two year,Fiber optic,Credit card,35.89,367.69,Yes
CUST100618,Male,0,39,Month-to-month,Fiber optic,Bank transfer,39.57,1542.05,No
CUST100619,Male,0,28,Month-to-month,Fiber optic,Electronic check,117.3,3334.31,No
CUST100620,Female,0,49,Two year,DSL,Electronic check,35.31,1715.21,Yes
CUST100621,Female,0,36,Two year,Fiber optic,Credit card,46.93,1672.53,Yes
CUST100622,Male,0,13,Month-to-month,No,Credit card,79.06,1022.99,No
CUST100623,Female,1,36,Month-to-month,DSL,Electronic check,81.02,2964.7,No
CUST100624,Male,0,26,Month-to-month,Fiber optic,Bank transfer,35.4,968.95,Yes
CUST100625,Female,0,4,One year,Fiber optic,Credit card,99.37,423.32,No
CUST100626,Male,0,64,Month-to-month,Fiber optic,Bank transfer,98.52,6346.89,No
CUST100627,Female,0,38,One year,DSL,Mailed check,43.73,1656.72,No
CUST100628,Male,0,22,Month-to-month,Fiber optic,Credit card,48.87,1123.18,Yes
CUST100629,Male,0,2,Month-to-month,Fiber optic,Mailed check,113.8,217.59,No
CUST100630,Male,0,31,Month-to-month,Fiber optic,Credit card,102.57,3166.75,No
CUST100631,Female,0,11,Month-to-month,DSL,Mailed check,89.78,975.43,No
CUST100632,Male,0,46,Month-to-month,DSL,Credit card,28.22,1318.24,No
CUST100633,Male,0,62,Month-to-month,DSL,Bank transfer,61.83,3868.13,No
CUST100634,Female,1,69,Month-to-month,Fiber optic,Bank transfer,75.93,5244.84,Yes
CUST100635,Female,0,64,Month-to-month,DSL,Bank transfer,38.74,2527.81,No
CUST100636,Male,0,10,Month-to-month,Fiber optic,Mailed check,64.82,658.61,Yes
CUST100637,Male,0,40,Two year,Fiber optic,Bank transfer,80.1,3194.53,No
CUST100638,Female,1,24,Month-to-month,Fiber optic,Mailed check,52.74,1278.38,Yes
CUST100639,Female,1,44,Month-to-month,Fiber optic,Credit card,98.09,4343.49,Yes
CUST100640,Female,0,60,Month-to-month,Fiber optic,Mailed check,104.04,6280.66,No
CUST100641,Female,1,62,Two year,DSL,Credit card,52.36,3258.43,No
CUST100642,Female,0,17,Month-to-month,DSL,Electronic check,103.87,1787.34,Yes
CUST100643,Male,0,65,One year,Fiber optic,Electronic check,30.36,1972.11,No
CUST100644,Female,0,57,One year,Fiber optic,Electronic check,103.77,5940.1,Yes
CUST100645,Male,0,55,One year,DSL,Mailed check,35.28,1989.42,No
CUST100646,Male,0,53,Month-to-month,Fiber optic,Electronic check,28.29,1482.8,No
CUST100647,Male,1,56,One year,DSL,Electronic check,84.18,4756.14,Yes
CUST100648,Female,0,9,Month-to-month,DSL,Electronic check,67.19,624.07,No
CUST100649,Male,0,22,Month-to-month,DSL,Credit card,110.79,2435.03,No
CUST100650,Male,0,13,One year,No,Bank transfer,56.32,779.0,Yes
CUST100651,Female,0,48,Month-to-month,DSL,Mailed check,48.72,2352.39,No
CUST100652,Male,0,18,One year,DSL,Electronic check,70.07,1264.48,No
CUST100653,Male,0,40,Month-to-month,DSL,Credit card,65.59,2616.3,No
CUST100654,Female,0,17,One year,DSL,Bank transfer,54.44,922.59,Yes
CUST100655,Male,1,15,Month-to-month,Fiber optic,Bank transfer,89.37,1378.85,Yes
CUST100656,Male,0,15,Month-to-month,DSL,Bank transfer,95.96,1462.41,Yes
CUST100657,Male,0,63,Month-to-month,DSL,Credit card,105.3,6677.83,Yes
CUST100658,Female,0,39,Two year,Fiber optic,Electronic check,117.29,4570.55,No
CUST100659,Female,0,13,Month-to-month,DSL,Bank transfer,46.67,595.19,Yes
CUST100660,Female,0,32,Month-to-month,Fiber optic,Credit card,91.61,2911.95,Yes
CUST100661,Male,0,9,Month-to-month,Fiber optic,Credit card,59.43,550.42,No
CUST100662,Male,1,40,One year,DSL,Mailed check,87.71,3558.28,No
CUST100663,Female,0,20,Month-to-month,Fiber optic,Credit card,67.6,1380.65,No
CUST100664,Male,1,63,Month-to-month,DSL,Bank transfer,119.38,7522.53,No
CUST100665,Male,1,44,Month-to-month,Fiber optic,Bank transfer,92.89,4128.54,No
CUST100666,Female,0,38,Month-to-month,Fiber optic,Credit card,115.25,4414.22,Yes
CUST100667,Female,1,60,Month-to-month,DSL,Bank transfer,103.5,6191.08,Yes
CUST100668,Male,0,71,Month-to-month,Fiber optic,Credit card,110.29,7867.77,No
